# 출처: 국토교통부 실거래가 공개시스템(rt.molit.go.kr) 아파트 전월세 실거래 2026.03~05 전국, 원본 238,658건 집계
# 시도·시군구·전월세·전용면적대별 보증금/월세 중위값. 면적대 평은 전용면적 ㎡ 환산.
시도,시군구,전월세,전용면적대,거래건수,보증금중위(만원),월세중위(만원),건축년도중위
충청남도,아산시,전세,60~85㎡(18~26평),443,22000,0,2020
충청남도,아산시,전세,85~135㎡(26~40평),59,35000,0,2013
충청남도,예산군,월세,40~60㎡(12~18평),11,1713,40,2010
충청남도,예산군,월세,40㎡미만(~12평),2,500,35,2001
충청남도,예산군,월세,60~85㎡(18~26평),21,2000,70,2023
충청남도,예산군,전세,40~60㎡(12~18평),2,9500,0,2010
충청남도,예산군,전세,60~85㎡(18~26평),33,18000,0,2023
충청남도,예산군,전세,85~135㎡(26~40평),6,27000,0,2025
충청남도,천안시 동남구,월세,135㎡이상(40평~),5,3000,125,2004
충청남도,천안시 동남구,월세,40~60㎡(12~18평),386,3000,40,2016
충청남도,천안시 동남구,월세,40㎡미만(~12평),243,500,40,1998
충청남도,천안시 동남구,월세,60~85㎡(18~26평),355,2000,75,2023
충청남도,천안시 동남구,월세,85~135㎡(26~40평),33,2000,100,2009
충청남도,천안시 동남구,전세,135㎡이상(40평~),1,44000,0,2010
충청남도,천안시 동남구,전세,40~60㎡(12~18평),313,14338,0,2020
충청남도,천안시 동남구,전세,40㎡미만(~12평),52,6500,0,1998
충청남도,천안시 동남구,전세,60~85㎡(18~26평),278,23000,0,2022
충청남도,천안시 동남구,전세,85~135㎡(26~40평),25,24000,0,2007
충청남도,천안시 서북구,월세,135㎡이상(40평~),7,10000,230,2011
충청남도,천안시 서북구,월세,40~60㎡(12~18평),537,1000,55,2000
충청남도,천안시 서북구,월세,40㎡미만(~12평),508,500,38,2014
충청남도,천안시 서북구,월세,60~85㎡(18~26평),304,2000,95,2012
충청남도,천안시 서북구,월세,85~135㎡(26~40평),44,5000,120,2010
충청남도,천안시 서북구,전세,135㎡이상(40평~),7,63000,0,2011
충청남도,천안시 서북구,전세,40~60㎡(12~18평),378,12600,0,1998
충청남도,천안시 서북구,전세,40㎡미만(~12평),42,7500,0,1998
충청남도,천안시 서북구,전세,60~85㎡(18~26평),397,26000,0,2016
충청남도,천안시 서북구,전세,85~135㎡(26~40평),76,44750,0,2012
충청남도,청양군,월세,40㎡미만(~12평),1,300,40,2014
충청남도,청양군,전세,40~60㎡(12~18평),1,6500,0,1996
충청남도,태안군,월세,40~60㎡(12~18평),9,500,40,1999
충청남도,태안군,월세,40㎡미만(~12평),5,500,30,1999
충청남도,태안군,월세,60~85㎡(18~26평),3,2000,60,2001
충청남도,태안군,월세,85~135㎡(26~40평),1,2500,70,1996
충청남도,태안군,전세,40~60㎡(12~18평),5,3000,0,1997
충청남도,태안군,전세,60~85㎡(18~26평),3,25000,0,2019
충청남도,홍성군,월세,40~60㎡(12~18평),47,3560,16,2016
충청남도,홍성군,월세,40㎡미만(~12평),21,1935,11,2023
충청남도,홍성군,월세,60~85㎡(18~26평),60,2000,75,2024
충청남도,홍성군,전세,40~60㎡(12~18평),54,8186,0,2016
충청남도,홍성군,전세,60~85㎡(18~26평),182,15990,0,2016
충청북도,괴산군,월세,40~60㎡(12~18평),1,500,30,1992
충청북도,괴산군,월세,40㎡미만(~12평),1,500,42,2018
충청북도,괴산군,전세,40㎡미만(~12평),1,3200,0,1998
충청북도,단양군,월세,40㎡미만(~12평),3,300,40,1996
충청북도,단양군,월세,60~85㎡(18~26평),1,3000,70,2017
충청북도,단양군,전세,40~60㎡(12~18평),1,5000,0,2005
충청북도,단양군,전세,60~85㎡(18~26평),2,18500,0,2012
충청북도,보은군,월세,40~60㎡(12~18평),1,100,40,1997
충청북도,보은군,월세,60~85㎡(18~26평),1,4800,10,1990
충청북도,보은군,전세,40~60㎡(12~18평),1,4000,0,2015
충청북도,보은군,전세,60~85㎡(18~26평),3,5500,0,2015
충청북도,영동군,월세,40~60㎡(12~18평),3,1155,23,1994
충청북도,영동군,월세,40㎡미만(~12평),3,300,30,2015
충청북도,영동군,월세,60~85㎡(18~26평),2,2500,55,2007
충청북도,영동군,전세,60~85㎡(18~26평),2,13250,0,2008
충청북도,옥천군,월세,40~60㎡(12~18평),8,1250,45,2002
충청북도,옥천군,월세,60~85㎡(18~26평),2,2100,75,2021
충청북도,옥천군,전세,40~60㎡(12~18평),8,8000,0,1998
충청북도,옥천군,전세,40㎡미만(~12평),1,7700,0,1999
충청북도,옥천군,전세,60~85㎡(18~26평),4,24000,0,2023
충청북도,음성군,월세,40~60㎡(12~18평),69,1000,40,2009
충청북도,음성군,월세,40㎡미만(~12평),42,863,15,2015
충청북도,음성군,월세,60~85㎡(18~26평),57,2000,70,2025
충청북도,음성군,월세,85~135㎡(26~40평),8,2000,85,2025
충청북도,음성군,전세,40~60㎡(12~18평),24,14500,0,2014
충청북도,음성군,전세,60~85㎡(18~26평),72,17000,0,2024
충청북도,음성군,전세,85~135㎡(26~40평),1,24000,0,2024
충청북도,제천시,월세,40~60㎡(12~18평),94,1000,45,1996
충청북도,제천시,월세,40㎡미만(~12평),43,500,35,1995
충청북도,제천시,월세,60~85㎡(18~26평),30,2000,82,2018
충청북도,제천시,전세,135㎡이상(40평~),1,25000,0,2007
충청북도,제천시,전세,40~60㎡(12~18평),22,5250,0,1990
충청북도,제천시,전세,40㎡미만(~12평),4,4000,0,1987
충청북도,제천시,전세,60~85㎡(18~26평),27,18400,0,2017
충청북도,제천시,전세,85~135㎡(26~40평),3,25000,0,2007
충청북도,증평군,월세,40~60㎡(12~18평),39,2000,16,2021
충청북도,증평군,월세,40㎡미만(~12평),11,1282,14,2016
충청북도,증평군,월세,60~85㎡(18~26평),55,15100,18,2026
충청북도,증평군,전세,40~60㎡(12~18평),38,16000,0,2021
충청북도,증평군,전세,40㎡미만(~12평),1,3500,0,1988
충청북도,증평군,전세,60~85㎡(18~26평),38,18820,0,2026
충청북도,증평군,전세,85~135㎡(26~40평),1,15000,0,2006
충청북도,진천군,월세,40~60㎡(12~18평),92,2000,27,2013
충청북도,진천군,월세,40㎡미만(~12평),53,1455,15,2021
충청북도,진천군,월세,60~85㎡(18~26평),189,10240,20,2018
충청북도,진천군,월세,85~135㎡(26~40평),1,10000,110,2024
충청북도,진천군,전세,40~60㎡(12~18평),80,9856,0,2013
충청북도,진천군,전세,40㎡미만(~12평),7,8300,0,2016
충청북도,진천군,전세,60~85㎡(18~26평),143,16000,0,2018
충청북도,진천군,전세,85~135㎡(26~40평),13,20000,0,2017
충청북도,청주시 상당구,월세,135㎡이상(40평~),2,2500,115,2004
충청북도,청주시 상당구,월세,40~60㎡(12~18평),109,1006,40,1996
충청북도,청주시 상당구,월세,40㎡미만(~12평),119,3041,19,2020
충청북도,청주시 상당구,월세,60~85㎡(18~26평),59,3000,90,2013
충청북도,청주시 상당구,월세,85~135㎡(26~40평),10,4000,130,2018
충청북도,청주시 상당구,전세,40~60㎡(12~18평),63,11500,0,2001
충청북도,청주시 상당구,전세,40㎡미만(~12평),3,2500,0,1997
충청북도,청주시 상당구,전세,60~85㎡(18~26평),130,32000,0,2019
충청북도,청주시 상당구,전세,85~135㎡(26~40평),8,40000,0,2018
충청북도,청주시 서원구,월세,135㎡이상(40평~),2,6250,100,2004
충청북도,청주시 서원구,월세,40~60㎡(12~18평),171,1000,50,2000
충청북도,청주시 서원구,월세,40㎡미만(~12평),125,500,35,1998
충청북도,청주시 서원구,월세,60~85㎡(18~26평),72,3000,90,2009
충청북도,청주시 서원구,월세,85~135㎡(26~40평),15,4000,120,2010
충청북도,청주시 서원구,전세,135㎡이상(40평~),7,47000,0,2026
충청북도,청주시 서원구,전세,40~60㎡(12~18평),147,12800,0,1999
충청북도,청주시 서원구,전세,40㎡미만(~12평),21,6000,0,1997
충청북도,청주시 서원구,전세,60~85㎡(18~26평),184,26500,0,2010
충청북도,청주시 서원구,전세,85~135㎡(26~40평),21,32000,0,2009
충청북도,청주시 청원구,월세,40~60㎡(12~18평),166,2857,30,2014
충청북도,청주시 청원구,월세,40㎡미만(~12평),108,500,34,1999
충청북도,청주시 청원구,월세,60~85㎡(18~26평),84,3000,90,2015
충청북도,청주시 청원구,월세,85~135㎡(26~40평),8,3000,110,2006
충청북도,청주시 청원구,전세,135㎡이상(40평~),2,21000,0,2006
충청북도,청주시 청원구,전세,40~60㎡(12~18평),303,12567,0,2014
충청북도,청주시 청원구,전세,40㎡미만(~12평),12,4000,0,1997
충청북도,청주시 청원구,전세,60~85㎡(18~26평),184,19500,0,2015
충청북도,청주시 청원구,전세,85~135㎡(26~40평),11,31000,0,2006
충청북도,청주시 흥덕구,월세,135㎡이상(40평~),8,12500,150,2025
충청북도,청주시 흥덕구,월세,40~60㎡(12~18평),252,1000,60,2000
충청북도,청주시 흥덕구,월세,40㎡미만(~12평),184,500,45,2016
충청북도,청주시 흥덕구,월세,60~85㎡(18~26평),158,3000,110,2018
충청북도,청주시 흥덕구,월세,85~135㎡(26~40평),23,5000,170,2010
충청북도,청주시 흥덕구,전세,135㎡이상(40평~),11,85000,0,2010
충청북도,청주시 흥덕구,전세,40~60㎡(12~18평),227,15270,0,2015
충청북도,청주시 흥덕구,전세,40㎡미만(~12평),27,7500,0,2020
충청북도,청주시 흥덕구,전세,60~85㎡(18~26평),1065,25500,0,2024
충청북도,청주시 흥덕구,전세,85~135㎡(26~40평),57,46000,0,2010
충청북도,충주시,월세,40~60㎡(12~18평),192,1000,50,1997
충청북도,충주시,월세,40㎡미만(~12평),67,500,30,1999
충청북도,충주시,월세,60~85㎡(18~26평),98,2000,70,2016
충청북도,충주시,월세,85~135㎡(26~40평),3,2000,150,2025
충청북도,충주시,전세,135㎡이상(40평~),1,37000,0,2007
충청북도,충주시,전세,40~60㎡(12~18평),157,12700,0,2016
충청북도,충주시,전세,40㎡미만(~12평),13,4000,0,1991
충청북도,충주시,전세,60~85㎡(18~26평),74,20000,0,2017
충청북도,충주시,전세,85~135㎡(26~40평),5,35000,0,2019
